PDB_ID,Entry_ID,Number_of_Distinct_Protein_Entities,Refinement_Resolution,Resolution_Method,Release_Date,E2_UniProtIDs,E2_Gene_Names,E3_UniProtIDs,E3_Gene_Names,ubiquitin_in_structure,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,Polymer_Type
5A4P,5A4P,1,2.1,X-ray,2015-11-18,Q9H832,UBE2Z,,,,,1,1:Homo sapiens,,1:UBIQUITIN-CONJUGATING ENZYME E2 Z,1:Q9H832,,1:polypeptide(L)
5AFG,5AFG,2,1.9,X-ray,2016-01-27,,,Q00987,MDM2,,,"1,2","1:Homo sapiens,2:synthetic construct",,"1:E3 UBIQUITIN-PROTEIN LIGASE MDM2,2:STAPLED PEPTIDE",1:Q00987,,"1:polypeptide(L),2:polypeptide(L)"
5AHT,5AHT,1,,NMR,2016-01-27,,,P46934,NEDD4,,,1,1:Homo sapiens,,1:E3 UBIQUITIN-PROTEIN LIGASE NEDD4,1:P46934,,1:polypeptide(L)
5AIT,5AIT,4,3.4,X-ray,2015-07-08,"P61088,Q15819","UBE2N,UBE2V2",,,POLYUBIQUITIN-C,,"1,2,3,4","1:Rattus norvegicus,2:Homo sapiens,3:Bos taurus,4:Homo sapiens",,"1:E3 UBIQUITIN-PROTEIN LIGASE RNF4,2:UBIQUITIN-CONJUGATING ENZYME E2 N,3:POLYUBIQUITIN-C,4:UBIQUITIN-CONJUGATING ENZYME E2 VARIANT 2","1:O88846,2:P61088,3:P0CH28,4:Q15819",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L)"
5AIU,5AIU,3,2.21,X-ray,2015-07-08,P61088,UBE2N,,,"P0CG48,POLYUBIQUITIN-C",,"1,2,3","1:Rattus norvegicus,2:Homo sapiens,3:Homo sapiens",,"1:E3 UBIQUITIN-PROTEIN LIGASE RNF4,2:UBIQUITIN-CONJUGATING ENZYME E2 N,3:POLYUBIQUITIN-C","1:O88846,2:P61088,3:P0CG48",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5AIZ,5AIZ,1,1.7,X-ray,2015-10-28,,,Q9ULJ6,ZMIZ1,,,1,1:Homo sapiens,,1:ZINC FINGER MIZ DOMAIN-CONTAINING PROTEIN 1,1:Q9ULJ6,,1:polypeptide(L)
5B8D,5B8D,1,1.05,X-ray,2016-07-27,,,Q9UBN7,HDAC6,,,1,1:Homo sapiens,"1:HDAC6, KIAA0901, JM21",1:Histone deacetylase 6,1:Q9UBN7,,1:polypeptide(L)
5BNB,5BNB,2,2.49,X-ray,2016-02-17,Q16763,UBE2S,,,"P0CG47,UBB,Polyubiquitin-B",,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBE2S, E2EPF, OK/SW-cl.73,2:UBB","1:Ubiquitin-conjugating enzyme E2 S,2:Polyubiquitin-B","1:Q16763,2:P0CG47",,"1:polypeptide(L),2:polypeptide(L)"
5BNH,5BNH,1,1.7,X-ray,2016-05-25,,,Q14527,HLTF,,,"1,2,3","1:synthetic construct,2:synthetic construct,3:Homo sapiens",3:HLTF,"1:DNA (5'-D(*(GD)P*GP*TP*G)-3'),2:DNA (5'-D(*(TD)P*TP*G)-3'),3:Helicase-like transcription factor",3:Q14527,,"1:polydeoxyribonucleotide,2:polydeoxyribonucleotide,3:polypeptide(L)"
5BT3,5BT3,1,1.05,X-ray,2015-07-01,,,Q09472,EP300,,,1,1:Homo sapiens,"1:EP300, P300",1:Histone acetyltransferase p300,1:Q09472,,1:polypeptide(L)
5C0K,5C0K,1,2.2,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C0L,5C0L,1,2.6,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C1Z,5C1Z,1,1.79,X-ray,2015-07-29,,,O60260,PRKN,,,1,1:Homo sapiens,"1:PARK2, PRKN",1:E3 ubiquitin-protein ligase parkin,1:O60260,,1:polypeptide(L)
5C23,5C23,1,2.37,X-ray,2015-07-29,,,O60260,PRKN,,,1,1:Homo sapiens,"1:PARK2, PRKN",1:E3 ubiquitin-protein ligase parkin,1:O60260,,1:polypeptide(L)
5C3H,5C3H,1,2.65,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C3K,5C3K,1,2.02,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C5A,5C5A,1,1.146,X-ray,2016-06-29,,,Q00987,MDM2,,,1,1:Homo sapiens,1:MDM2,1:E3 ubiquitin-protein ligase Mdm2,1:Q00987,,1:polypeptide(L)
5C6D,5C6D,2,2.292,X-ray,2015-09-09,,,Q96T88,UHRF1,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:USP7, HAUSP,2:UHRF1, ICBP90, NP95, RNF106","1:Ubiquitin carboxyl-terminal hydrolase 7,2:E3 ubiquitin-protein ligase UHRF1","1:Q93009,2:Q96T88",,"1:polypeptide(L),2:polypeptide(L)"
5C6H,5C6H,2,2.05,X-ray,2016-08-03,,,Q7Z6Z7,HUWE1,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:MCL1, BCL2L3","1:Induced myeloid leukemia cell differentiation protein Mcl-1,2:Mule BH3 peptide from E3 ubiquitin-protein ligase HUWE1","1:Q07820,2:Q7Z6Z7",,"1:polypeptide(L),2:polypeptide(L)"
5C7A,5C7A,1,2.36,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C7B,5C7B,1,2.68,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C7C,5C7C,1,2.32,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C7D,5C7D,1,2.25,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C7J,5C7J,2,3.0,X-ray,2016-03-16,,,P46934,NEDD4,"P0CG48,UBC,Polyubiquitin-C",,"1,2","1:Homo sapiens,2:Homo sapiens","1:NEDD4, KIAA0093, NEDD4-1, PIG53,2:UBC","1:E3 ubiquitin-protein ligase NEDD4,2:Polyubiquitin-C","1:P46934,2:P0CG48",,"1:polypeptide(L),2:polypeptide(L)"
5C7M,5C7M,2,3.03,X-ray,2016-03-16,,,Q96J02,ITCH,"P0CG48,UBC,Polyubiquitin-C",,"1,2","1:Homo sapiens,2:Homo sapiens","1:ITCH,2:UBC","1:E3 ubiquitin-protein ligase Itchy homolog,2:Polyubiquitin-C","1:Q96J02,2:P0CG48",,"1:polypeptide(L),2:polypeptide(L)"
5C83,5C83,1,2.33,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C84,5C84,1,2.36,X-ray,2015-08-12,,,P98170,XIAP,,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,,1:polypeptide(L)
5C91,5C91,1,2.44,X-ray,2015-09-30,,,P46934,NEDD4,,,1,1:Homo sapiens,"1:NEDD4, KIAA0093, NEDD4-1, PIG53",1:E3 ubiquitin-protein ligase NEDD4,1:P46934,,1:polypeptide(L)
5C9V,5C9V,1,2.35,X-ray,2015-07-22,,,O60260,PRKN,,,1,1:Homo sapiens,"1:PARK2, PRKN",1:E3 ubiquitin-protein ligase parkin,1:O60260,,1:polypeptide(L)
5CGP,5CGP,1,1.96,X-ray,2016-04-20,,,Q92793,CREBBP,,,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,1:polypeptide(L)
5CQ2,5CQ2,2,1.4,X-ray,2015-09-16,,,Q96J02,ITCH,,,"1,2","1:Homo sapiens,2:Homo sapiens",1:ITCH,"1:E3 ubiquitin-protein ligase Itchy homolog,2:Thioredoxin-interacting protein","1:Q96J02,2:Q9H3M7",,"1:polypeptide(L),2:polypeptide(L)"
5D0I,5D0I,1,1.9,X-ray,2015-12-09,,,Q6ZSG1,ARK2C,,,1,1:Homo sapiens,1:RNF165,1:RING finger protein 165,1:Q6ZSG1,,1:polypeptide(L)
5D0K,5D0K,3,2.65,X-ray,2015-12-09,P62837,UBE2D2,Q6ZSG1,ARK2C,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,2:RNF165,3:UBB","1:Ubiquitin-conjugating enzyme E2 D2,2:RING finger protein 165,3:Polyubiquitin-B","1:P62837,2:Q6ZSG1,3:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5D0M,5D0M,3,1.913,X-ray,2015-12-09,P62837,UBE2D2,Q6ZSG1,ARK2C,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,2:RNF165,3:UBB","1:Ubiquitin-conjugating enzyme E2 D2,2:RING finger protein 165,3:Polyubiquitin-B","1:P62837,2:Q6ZSG1,3:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5D1K,5D1K,2,1.78,X-ray,2015-10-28,P62837,UBE2D2,Q96BH1,RNF25,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,2:RNF25","1:Ubiquitin-conjugating enzyme E2 D2,2:E3 ubiquitin-protein ligase RNF25","1:P62837,2:Q96BH1",,"1:polypeptide(L),2:polypeptide(L)"
5D1L,5D1L,2,1.618,X-ray,2015-10-28,P62837,UBE2D2,Q96BH1,RNF25,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,2:RNF25","1:Ubiquitin-conjugating enzyme E2 D2,2:E3 ubiquitin-protein ligase RNF25","1:P62837,2:Q96BH1",,"1:polypeptide(L),2:polypeptide(L)"
5D1M,5D1M,2,1.581,X-ray,2015-10-28,P62837,UBE2D2,Q96BH1,RNF25,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,2:RNF25","1:Ubiquitin-conjugating enzyme E2 D2,2:E3 ubiquitin-protein ligase RNF25","1:P62837,2:Q96BH1",,"1:polypeptide(L),2:polypeptide(L)"
5D2M,5D2M,4,2.4,X-ray,2015-11-04,P63279,UBE2I,,,,,"1,2,3,4","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens","1:UBE2I, UBC9, UBCE9,2:SUMO2, SMT3B, SMT3H2,3:RANGAP1, KIAA1835, SD,4:ZNF451, COASTER, KIAA0576, KIAA1702","1:SUMO-conjugating enzyme UBC9,2:Small ubiquitin-related modifier 2,3:Ran GTPase-activating protein 1,4:Zinc finger protein 451","1:P63279,2:P61956,3:P46060,4:Q9Y4E5",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L)"
5DBM,5DBM,1,1.86,X-ray,2016-04-20,,,Q92793,CREBBP,,,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,1:polypeptide(L)
5DFL,5DFL,2,2.1,X-ray,2015-12-02,P61086,UBE2K,,,"P0CG47,UBB,Ubiquitin",,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBB,2:UBE2K, HIP2, LIG","1:Ubiquitin,2:Ubiquitin-conjugating enzyme E2 K","1:P0CG47,2:P61086",,"1:polypeptide(L),2:polypeptide(L)"
5DIN,5DIN,1,1.864,X-ray,2015-10-14,,,Q8N448,LNX2,,,1,1:Homo sapiens,"1:LNX2, PDZRN1",1:Ligand of Numb protein X 2,1:Q8N448,,1:polypeptide(L)
5DKA,5DKA,1,1.55,X-ray,2016-07-27,,,Q96EQ8,RNF125,,,1,1:Homo sapiens,1:RNF125,1:E3 ubiquitin-protein ligase RNF125,1:Q96EQ8,,1:polypeptide(L)
5DWS,5DWS,2,1.65,X-ray,2015-10-14,,,Q96J02,ITCH,,,"1,2","1:Homo sapiens,2:Homo sapiens",1:ITCH,"1:E3 ubiquitin-protein ligase Itchy homolog,2:txnip","1:Q96J02,2:Q9H3M7",,"1:polypeptide(L),2:polypeptide(L)"
5DZD,5DZD,2,1.57,X-ray,2015-10-14,,,Q96J02,ITCH,,,"1,2","1:Homo sapiens,2:Homo sapiens",1:ITCH,"1:E3 ubiquitin-protein ligase Itchy homolog,2:Thioredoxin-interacting protein","1:Q96J02,2:Q9H3M7",,"1:polypeptide(L),2:polypeptide(L)"
5E11,5E11,1,1.8,X-ray,2016-12-07,,,Q8N448,LNX2,,,1,1:Homo sapiens,"1:LNX2, PDZRN1",1:Ligand of Numb protein X 2,1:Q8N448,,1:polypeptide(L)
5E1Y,5E1Y,1,1.011,X-ray,2016-12-07,,,Q8N448,LNX2,,,1,1:Homo sapiens,"1:LNX2, PDZRN1",1:Ligand of Numb protein X 2,1:Q8N448,,1:polypeptide(L)
5E21,5E21,1,1.011,X-ray,2016-12-07,,,Q8N448,LNX2,,,1,1:Homo sapiens,"1:LNX2, PDZRN1",1:Ligand of Numb protein X 2,1:Q8N448,,1:polypeptide(L)
5E22,5E22,1,1.797,X-ray,2016-12-07,,,Q8N448,LNX2,,,1,1:Homo sapiens,"1:LNX2, PDZRN1",1:Ligand of Numb protein X 2,1:Q8N448,,1:polypeptide(L)
5EDU,5EDU,1,2.79,X-ray,2016-07-27,,,Q9UBN7,HDAC6,,,1,1:Escherichia coli,"1:malE, Z5632, ECs5017,HDAC6, KIAA0901, JM21","1:Maltose-binding periplasmic protein, Histone deacetylase 6 chimera","1:P0AEX9,Q9UBN7",,1:polypeptide(L)
5EDV,5EDV,3,3.48,X-ray,2016-01-20,P62837,UBE2D2,Q96EP0,RNF31,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:RNF31, ZIBRA,2:UBE2D2, PUBC1, UBC4, UBC5B, UBCH4, UBCH5B,3:UBB","1:E3 ubiquitin-protein ligase RNF31,2:Ubiquitin-conjugating enzyme E2 D2,3:Polyubiquitin-B","1:Q96EP0,2:P62837,3:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5EGG,5EGG,1,1.76,X-ray,2016-11-02,P61077,UBE2D3,,,,,1,1:Homo sapiens,"1:UBE2D3, UBC5C, UBCH5C",1:Ubiquitin-conjugating enzyme E2 D3,1:P61077,,1:polypeptide(L)
5EIC,5EIC,1,1.5,X-ray,2016-11-16,,,Q92793,CREBBP,,,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,1:polypeptide(L)
5ENG,5ENG,1,1.3,X-ray,2016-11-23,,,Q92793,CREBBP,,,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,1:polypeptide(L)
5EP7,5EP7,1,1.198,X-ray,2016-11-23,,,Q92793,CREBBP,,,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,1:polypeptide(L)
5EYA,5EYA,3,2.4,X-ray,2016-08-17,P61088,UBE2N,Q14258,TRIM25,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBE2N, BLU,3:UBB","1:Ubiquitin-conjugating enzyme E2 N,2:Tripartite motif-containing 25 variant,3:Polyubiquitin-B","1:P61088,2:Q14258,3:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5F59,5F59,1,2.801,X-ray,2016-02-24,,,Q8NEZ4,KMT2C,,,1,1:Homo sapiens,"1:KMT2C, HALR, KIAA1506, MLL3",1:Histone-lysine N-methyltransferase 2C,1:Q8NEZ4,,1:polypeptide(L)
5F6D,5F6D,1,1.553,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5F6E,5F6E,1,1.12,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5F6K,5F6K,4,2.411,X-ray,2016-02-24,,,Q8NEZ4,KMT2C,,,"1,2,3,4","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens","1:ASH2L, ASH2L1,ASH2L, ASH2L1,2:KMT2C, HALR, KIAA1506, MLL3,3:RBBP5, RBQ3","1:Set1/Ash2 histone methyltransferase complex subunit ASH2,Set1/Ash2 histone methyltransferase complex subunit ASH2,2:Histone-lysine N-methyltransferase 2C,3:Retinoblastoma-binding protein 5,4:peptide ARTKQTARK","1:Q9UBL3,2:Q8NEZ4,3:Q15291,4:Q6NXT2",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L)"
5F6U,5F6U,1,1.552,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5F6V,5F6V,1,1.492,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5F6W,5F6W,1,1.699,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5F6X,5F6X,1,1.56,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5F6Y,5F6Y,1,1.14,X-ray,2016-04-27,P63279,UBE2I,,,,,1,1:Homo sapiens,"1:UBE2I, UBC9, UBCE9",1:SUMO-conjugating enzyme UBC9,1:P63279,,1:polypeptide(L)
5FER,5FER,3,2.34,X-ray,2016-05-18,P51668,UBE2D1,Q14258,TRIM25,,,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Bos taurus","1:TRIM25, EFP, RNF147, ZNF147,2:UBE2D1, SFT, UBC5A, UBCH5, UBCH5A","1:E3 ubiquitin/ISG15 ligase TRIM25,2:Ubiquitin-conjugating enzyme E2 D1,3:Ubiquitin-40S ribosomal protein S27a","1:Q14258,2:P51668,3:P62992",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5FEY,5FEY,1,2.23,X-ray,2016-05-18,,,Q13049,TRIM32,,,1,1:Homo sapiens,"1:TRIM32, HT2A",1:E3 ubiquitin-protein ligase TRIM32,1:Q13049,,1:polypeptide(L)
5FQ2,5FQ2,2,2.201,X-ray,2016-11-16,P63279,UBE2I,,,,,"1,2","1:Homo sapiens,2:Homo sapiens",,"1:SUMO-CONJUGATING ENZYME UBC9,2:SUMO-ACTIVATING ENZYME SUBUNIT 2","1:P63279,2:Q9UBT2",,"1:polypeptide(L),2:polypeptide(L)"
5FR6,5FR6,1,2.51,X-ray,2016-11-16,,,P35226,BMI1,,,1,1:Homo sapiens,,1:POLYCOMB COMPLEX PROTEIN BMI-1,1:P35226,,1:polypeptide(L)
5G04,5G04,16,3.9,EM,2016-05-25,,,Q9NYG5,ANAPC11,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens,10:Homo sapiens,11:Homo sapiens,12:Homo sapiens,13:Homo sapiens,14:Homo sapiens,15:Saccharomyces cerevisiae,16:Homo sapiens",,"1:ANAPHASE-PROMOTING COMPLEX SUBUNIT 1,2:ANAPHASE-PROMOTING COMPLEX SUBUNIT 11,3:CELL DIVISION CYCLE PROTEIN 23 HOMOLOG,4:ANAPHASE-PROMOTING COMPLEX SUBUNIT 15,5:ANAPHASE-PROMOTING COMPLEX SUBUNIT 16,6:CELL DIVISION CYCLE PROTEIN 27 HOMOLOG,7:ANAPHASE-PROMOTING COMPLEX SUBUNIT CDC26,8:ANAPHASE-PROMOTING COMPLEX SUBUNIT 4,9:CELL DIVISION CYCLE PROTEIN 16 HOMOLOG,10:ANAPHASE-PROMOTING COMPLEX SUBUNIT 10,11:ANAPHASE-PROMOTING COMPLEX SUBUNIT 13,12:ANAPHASE-PROMOTING COMPLEX SUBUNIT 2,13:ANAPHASE-PROMOTING COMPLEX SUBUNIT 5,14:CELL DIVISION CYCLE PROTEIN 20 HOMOLOG,15:PROBABLE SERINE/THREONINE-PROTEIN KINASE HSL1,16:ANAPHASE-PROMOTING COMPLEX SUBUNIT 7","1:Q9H1A4,2:Q9NYG5,3:Q9UJX2,4:P60006,5:Q96DE5,6:P30260,7:Q8NHZ8,8:Q9UJX5,9:Q13042,10:Q9UM13,11:Q9BS18,12:Q9UJX6,13:Q9UJX4,14:Q12834,15:P34244,16:Q9UJX3",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L),9:polypeptide(L),10:polypeptide(L),11:polypeptide(L),12:polypeptide(L),13:polypeptide(L),14:polypeptide(L),15:polypeptide(L),16:polypeptide(L)"
5G05,5G05,15,3.4,EM,2016-05-25,,,Q9NYG5,ANAPC11,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens,10:Homo sapiens,11:Bos taurus,12:Homo sapiens,13:Homo sapiens,14:unidentified,15:Homo sapiens","1:ANAPC1, TSG24,2:ANAPC11, HSPC214,3:CDC23, ANAPC8,4:ANAPC15, C11ORF51, HSPC020,5:ANAPC16, C10ORF104,6:CDC27, ANAPC3, D0S1430E, D17S978E,7:CDC26, ANAPC12, C9ORF17,8:ANAPC4, APC4,9:CDC16, ANAPC6,10:ANAPC10, APC10,11:ANAPC13,12:ANAPC2, APC2, KIAA1406,13:ANAPC5, APC5,15:ANAPC7, APC7","1:ANAPHASE-PROMOTING COMPLEX SUBUNIT 1,2:ANAPHASE-PROMOTING COMPLEX SUBUNIT 11,3:CELL DIVISION CYCLE PROTEIN 23 HOMOLOG,4:ANAPHASE-PROMOTING COMPLEX SUBUNIT 15,5:ANAPHASE-PROMOTING COMPLEX SUBUNIT 16,6:CELL DIVISION CYCLE PROTEIN 27 HOMOLOG,7:ANAPHASE-PROMOTING COMPLEX SUBUNIT CDC26,8:ANAPHASE-PROMOTING COMPLEX SUBUNIT 4,9:CELL DIVISION CYCLE PROTEIN 16 HOMOLOG,10:ANAPHASE-PROMOTING COMPLEX SUBUNIT 10,11:ANAPHASE-PROMOTING COMPLEX SUBUNIT 13,12:ANAPHASE-PROMOTING COMPLEX SUBUNIT 2,13:ANAPHASE-PROMOTING COMPLEX SUBUNIT 5,14:UNIDENTIFIED PEPTIDE,15:ANAPHASE-PROMOTING COMPLEX SUBUNIT 7","1:Q9H1A4,2:Q9NYG5,3:Q9UJX2,4:P60006,5:Q96DE5,6:P30260,7:Q8NHZ8,8:Q9UJX5,9:Q13042,10:Q9UM13,11:Q9BS18,12:Q9UJX6,13:Q9UJX4,15:Q9UJX3",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L),9:polypeptide(L),10:polypeptide(L),11:polypeptide(L),12:polypeptide(L),13:polypeptide(L),14:polypeptide(L),15:polypeptide(L)"
5GG4,5GG4,2,3.11,X-ray,2017-03-22,,,Q8NCN4,RNF169,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:USP7, HAUSP","1:Ubiquitin carboxyl-terminal hydrolase 7,2:Peptide from E3 ubiquitin-protein ligase RNF169","1:Q93009,2:Q8NCN4",,"1:polypeptide(L),2:polypeptide(L)"
5GH9,5GH9,2,1.451,X-ray,2017-06-21,,,Q92793,CREBBP,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:CREBBP, CBP","1:CREB-binding protein,2:Histone H3","1:Q92793,2:P68431",,"1:polypeptide(L),2:polypeptide(L)"
5H1T,5H1T,1,1.951,X-ray,2017-02-22,,,O15164,TRIM24,,,1,1:Homo sapiens,"1:TRIM24, RNF82, TIF1, TIF1A",1:Transcription intermediary factor 1-alpha,1:O15164,,1:polypeptide(L)
5H1U,5H1U,1,1.901,X-ray,2017-02-22,,,O15164,TRIM24,,,1,1:Homo sapiens,"1:TRIM24, RNF82, TIF1, TIF1A",1:Transcription intermediary factor 1-alpha,1:O15164,,1:polypeptide(L)
5H1V,5H1V,1,2.002,X-ray,2017-02-22,,,O15164,TRIM24,,,1,1:Homo sapiens,"1:TRIM24, RNF82, TIF1, TIF1A",1:Transcription intermediary factor 1-alpha,1:O15164,,1:polypeptide(L)
5H7R,5H7R,1,1.7,X-ray,2017-11-29,,,Q8TBB1,LNX1,,,1,1:Homo sapiens,"1:LNX1, LNX, PDZRN2, UNQ574/PRO1136",1:E3 ubiquitin-protein ligase LNX,1:Q8TBB1,,1:polypeptide(L)
5H7S,5H7S,3,3.49,X-ray,2017-11-29,P61088,UBE2N,Q8TBB1,LNX1,"P0CG47,UBB",,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBB,2:LNX1, LNX, PDZRN2, UNQ574/PRO1136,3:UBE2N, BLU","1:Ubiquitin-like 1,2:E3 ubiquitin-protein ligase LNX,3:Ubiquitin-conjugating enzyme E2 N","1:P0CG47,2:Q8TBB1,3:P61088",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
5H85,5H85,1,1.701,X-ray,2017-01-11,,,Q92793,CREBBP,,,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,1:polypeptide(L)
5H9M,5H9M,1,1.761,X-ray,2016-02-17,,,O43255,SIAH2,,,1,1:Homo sapiens,1:SIAH2,1:E3 ubiquitin-protein ligase SIAH2,1:O43255,,1:polypeptide(L)
5HKW,5HKW,1,2.25,X-ray,2017-01-18,,,P22681,CBL,,,1,1:Homo sapiens,"1:CBL, CBL2, RNF55",1:E3 ubiquitin-protein ligase CBL,1:P22681,,1:polypeptide(L)
